Date,PGV
2017-09-01,2875406.1572
2017-09-02,1448375.9795
2017-09-03,1698645.0607
2017-09-04,2131470.4030
2017-09-05,1634046.2930
2017-09-06,1161909.9488
2017-09-07,1740061.7075
2017-09-08,8692572.0549
2017-09-09,3315009.3417
2017-09-10,2963260.0997
2017-09-11,3234384.1065
2017-09-12,3145737.9773
2017-09-13,2458191.4128
2017-09-14,3118304.3328
2017-09-15,3274066.8007
2017-09-16,3413795.7322
2017-09-17,3787886.3276
2017-09-18,4129876.8170
2017-09-19,3625201.1314
2017-09-20,2851392.9660
2017-09-21,3288441.2046
2017-09-22,3438474.9664
2017-09-23,3200045.2731
2017-09-24,3052283.0856
2017-09-25,2741656.4207
2017-09-26,2283511.6263
2017-09-27,2073207.2708
2017-09-28,332492.8220
2017-09-29,653208.5887
2017-09-30,1358049.1711
2017-10-01,2553191.3079
2017-10-02,3081986.1515
2017-10-03,343871.8048
2017-10-04,472901.2484
2017-10-05,3340571.0363
2017-10-06,3663411.5767
2017-10-07,2603100.9399
2017-10-08,53648.4248
2017-10-09,4200247.6195
2017-10-10,3449344.5741
2017-10-11,3298048.8192
2017-10-12,2671584.7384
2017-10-13,870354.2939
2017-10-14,2328170.4992
2017-10-15,112636.6291
2017-10-16,2023005.1293
2017-10-17,2297828.9689
2017-10-18,2942454.1748
2017-10-19,3368924.6406
2017-10-20,3590072.1973
2017-10-21,3604264.5662
2017-10-22,3174100.1223
2017-10-23,1168750.1572
2017-10-24,3165051.4962
2017-10-25,2225590.9213
2017-10-26,2276726.3904
2017-10-27,746786.4504
2017-10-28,52787.8006
2017-10-29,1555186.4611
2017-10-30,1688753.4856
2017-10-31,2293562.0811
2017-11-01,1617556.3392
2017-11-02,3448450.1515
2017-11-03,2460571.4719
2017-11-04,4318896.8219
2017-11-05,5043820.1481
2017-11-06,4193011.8090
2017-11-07,4490768.9687
2017-11-08,3719894.9187
2017-11-09,2922183.3095
2017-11-10,1300590.3967
2017-11-11,1919585.6301
2017-11-12,1940274.0057
2017-11-13,2215923.1244
2017-11-15,65039755.8122
2017-11-16,3870839.3201
2017-11-17,3360957.4417
2017-11-18,3546276.9982
2017-11-19,4095389.4090
2017-11-20,2560755.3623
2017-11-21,3725185.4159
2017-11-22,3411386.5207
2017-11-23,3320430.7981
2017-11-24,2210274.1375
2017-11-25,1858995.4606
2017-11-26,1554984.8975
2017-11-27,1076068.9259
2017-11-28,1462750.8008
2017-11-29,2387311.9296
2017-11-30,2737624.8840
2017-12-01,3019600.7978
2017-12-02,4155304.1191
2017-12-03,4656207.5402
2017-12-04,5031639.9103
2017-12-05,5023706.4050
2017-12-06,4958884.5190
2017-12-07,4556310.6884
2017-12-08,884698.3289
2017-12-09,1882305.8269
2017-12-10,1928302.6767
2017-12-11,1379486.8927
2017-12-12,1708765.4660
2017-12-13,2245407.5404
2017-12-14,2250137.0322
2017-12-15,3059923.8793
2017-12-16,3329091.7794
2017-12-17,3479790.6732
2017-12-18,3412076.1176
2017-12-19,3647396.1178
2017-12-20,3803483.1070
2017-12-21,164163.2825
2017-12-22,3744392.4123
2017-12-23,2632761.8252
2017-12-24,2480014.1226
2017-12-25,1956018.5509
2017-12-26,1843126.6804
2017-12-27,1434566.9092
2017-12-28,1823907.9927
2017-12-29,2787270.2008
2017-12-30,3509146.8879
2017-12-31,35023.0866
2018-01-01,4284240.0496
2018-01-02,4915239.8128
2018-01-03,5025123.4400
2018-01-04,3092835.8527
2018-01-05,4016800.3982
2018-01-06,3336200.6467
2018-01-07,2825163.5294
2018-01-08,1854643.1395
2018-01-09,2059525.1616
2018-01-10,2442163.0193
2018-01-11,1725216.8603
2018-01-12,2241251.5001
2018-01-13,2665373.6626
2018-01-14,2936762.7469
2018-01-15,2462889.0952
2018-01-16,3538537.3465
2018-01-17,3827011.8589
2018-01-18,3894378.0764
2018-01-19,174424.5082
2018-01-20,186688243.8263
2018-01-21,4996597.6664
2018-01-22,2202751.0011
2018-01-23,6231177.3756
2018-01-24,1640582.1447
2018-01-25,2414241.8735
2018-01-26,2344684.8893
2018-01-27,384126.0198
2018-01-28,2763003.8202
2018-01-29,3878200.4081
2018-01-30,4327933.8510
2018-01-31,3540966.5763
2018-02-01,4896383.4981
2018-02-02,4810431.5382
2018-02-03,398297.4658
2018-02-04,4160146.7105
2018-02-05,2489456.1484
2018-02-06,1973968.4620
2018-02-07,48375.3447
2018-02-08,1138007.9651
2018-02-09,1296124.0050
2018-02-10,20358.0017
2018-02-11,1580129.6292
2018-02-12,2700267.4748
2018-02-13,2961000.0830
2018-02-14,2235597.3198
2018-02-15,3577333.0677
2018-02-16,3615093.2259
2018-02-17,3147078.9512
2018-02-18,71399.4075
2018-02-19,3907372.9012
2018-02-20,2551725.7010
2018-02-21,2425421.6497
2018-02-22,2030354.2965
2018-02-23,1123344.7363
2018-02-24,2098222.8090
2018-02-25,2465743.7990
2018-02-26,71787.5466
2018-02-27,56076.2301
2018-02-28,3827592.4433
2018-03-01,3663417.0615
2018-03-02,3928597.4899
2018-03-03,4361987.4721
2018-03-04,3622003.8169
2018-03-05,3496989.7268
2018-03-06,2852545.9497
2018-03-07,1957097.1369
2018-03-08,1832545.4985
2018-03-09,1846432.8014
2018-03-10,923739.5053
2018-03-13,2820668.4762
2018-03-14,2594084.1520
2018-03-15,3269313.3394
2018-03-16,3010188.0362
2018-03-17,3181427.0955
2018-03-18,3305170.1751
2018-03-19,3404389.2330
2018-03-20,3360104.8819
2018-03-21,474601.0669
2018-03-22,1793835.6711
2018-03-23,1907573.7431
2018-03-24,2021175.8014
2018-03-25,1940328.2302
2018-03-26,1812177.7839
2018-03-27,3041362.1952
2018-03-28,3407766.6838
2018-03-29,33127.4998
2018-03-30,3124608.3713
2018-03-31,2878238.4030
2018-04-01,3640473.2222
2018-04-02,3068959.6725
2018-04-03,2945757.2824
2018-04-04,2222709.4641
2018-04-05,1494756.6331
2018-04-06,1327885.8219
2018-04-07,1340299.3063
2018-04-08,1481544.3645
2018-04-09,1563466.0165
2018-04-10,2141979.7067
2018-04-11,167289.2027
2018-04-12,256489.0106
2018-04-13,2836524.0017
2018-04-14,2874381.0752
2018-04-15,3985513.4011
2018-04-16,3693495.3484
2018-04-17,2874448.9977
2018-04-18,2305462.6446
2018-04-19,1089254.3926
2018-04-20,1899081.4449
2018-04-21,1649148.0026
2018-04-22,1538014.8934
2018-04-23,1304164.2282
2018-04-24,2575329.7200
2018-04-25,3204325.0926
2018-04-26,826582.4188
2018-04-27,3329303.3192
2018-04-28,232280.5708
2018-04-29,4274404.6893
2018-04-30,4168855.5508
2018-05-01,3577774.7537
2018-05-02,206414.3645
2018-05-03,2088611.3415
2018-05-04,1646362.2573
2018-05-05,1228055.0830
2018-05-06,805526.3668
2018-05-07,959971.9729
2018-05-08,1290839.3496
2018-05-09,1797991.8342
2018-05-10,296186.8924
2018-05-11,3144711.4290
2018-05-12,1862216.8418
2018-05-13,761935.6043
2018-05-14,4570501.7700
2018-05-15,2354911.8269
2018-05-16,2643374.9209
2018-05-17,2531775.1068
2018-05-18,2320164.3943
2018-05-19,1765767.3066
2018-05-20,1451082.2429
2018-05-21,1852009.9007
2018-05-22,572524.7490
2018-05-23,2531529.6886
2018-05-24,3108271.7796
2018-05-25,3357373.5814
2018-05-26,3287015.3937
2018-05-27,3883676.3643
2018-05-28,4294949.1021
2018-05-29,4354946.5800
2018-05-30,3836937.3163
2018-05-31,963037.8222
2018-06-01,2583995.1590
2018-06-02,1564272.0025
2018-06-03,1328273.1644
2018-06-04,1389747.7953
2018-06-05,1161139.0626
2018-06-06,1209962.7962
2018-06-07,1826778.1907
2018-06-08,2380503.1878
2018-06-09,2947407.6696
2018-06-10,3526296.3054
2018-06-11,4163721.6341
2018-06-12,5073946.0157
2018-06-13,5291127.6169
2018-06-14,38563.6475
2018-06-15,208644.3612
2018-06-16,2457833.2807
2018-06-17,21793.8430
2018-06-18,1813003.3513
2018-06-19,1642493.1816
2018-06-20,53501.6370
2018-06-21,1799165.8594
2018-06-22,2694500.7310
2018-06-23,2322375.2850
2018-06-24,2411704.8566
2018-06-25,3733309.0671
2018-06-26,4309060.0012
2018-06-27,4256339.2729
2018-06-28,1723319.7439
2018-06-29,2340684.0735
2018-06-30,3026917.1346
2018-07-01,2381583.3695
2018-07-02,1816874.5438
2018-07-03,1583902.5563
2018-07-04,1675540.3514
2018-07-05,1506722.1874
2018-07-06,1591674.7558
2018-07-07,2260444.1895
2018-07-08,2032798.6517
2018-07-09,3490955.3450
2018-07-10,4218059.1923
2018-07-11,1091201.9486
2018-07-12,4776450.8649
2018-07-13,5055393.5781
2018-07-14,4255870.1467
2018-07-15,2747318.5734
2018-07-16,2422454.9575
2018-07-17,2557001.7559
2018-07-18,415716.3461
2018-07-19,2352586.5913
2018-07-20,2260860.4030
2018-07-21,2379816.9634
2018-07-22,2678747.5093
2018-07-23,3237680.4025
2018-07-24,137394.7925
2018-07-25,519054.1557
2018-07-26,4113958.2412
2018-07-27,1892886.8992
2018-07-28,3760014.0449
2018-07-29,3520484.1820
2018-07-30,2711831.5035
2018-07-31,129792.7584
2018-08-01,55052.6565
2018-08-02,90744.0821
2018-08-03,1865515.0089
2018-08-04,2099634.8100
2018-08-05,2385633.5785
2018-08-06,2762222.4749
2018-08-07,3552212.6951
2018-08-08,4539216.2336
2018-08-09,5223549.0031
2018-08-10,2770012.2127
2018-08-13,3037351.9553
2018-08-14,3615627.6151
2018-08-15,27705.6922
2018-08-16,2767828.3980
2018-08-17,2315522.9201
2018-08-18,1857770.4214
2018-08-19,1047697.3295
2018-08-20,1191836.2705
2018-08-21,3031148.5211
2018-08-22,2341460.7519
2018-08-28,1139243.0251
2018-08-30,64978339.5848
2018-08-31,5190255.5396
2018-09-01,8427922.9695
2018-09-02,1637921.8544
2018-09-03,1220110.9807
2018-09-04,3014027.2770
2018-09-05,69482.6888
2018-09-06,1154090.6951
2018-09-07,2000938.6818
2018-09-08,2353955.4589
2018-09-09,2593377.5667
2018-09-10,3111254.3332
2018-09-11,3565499.9843
2018-09-12,68010.3521
2018-09-13,3501942.2154
2018-09-15,34105259.5145
2018-09-16,82279.7237
2018-09-17,47418.6128
2018-09-18,1940463.8129
2018-09-19,40920.4470
2018-09-20,217392.8250
2018-09-21,947322.6434
2018-09-22,3423705.6222
2018-09-23,3464172.4188
2018-09-24,2454150.4175
2018-09-25,3178438.1369
2018-09-26,3311359.1594
2018-09-27,3606247.6977
2018-09-28,82202.3942
2018-10-02,29395167.4953
2018-10-03,196157448.2167
2018-10-04,6611349.4965
2018-10-05,3521566.2720
2018-10-06,4067650.7204
2018-10-07,3608685.9663
2018-10-08,3649664.7810
2018-10-09,3673270.4218
2018-10-10,3890876.8474
2018-10-11,3720694.0785
2018-10-12,3888991.7075
2018-10-13,3336395.7751
2018-10-14,2753472.2654
2018-10-15,2292717.2599
2018-10-16,1632515.2409
2018-10-17,1870083.4797
2018-10-18,1512559.6992
2018-10-19,2027314.3923
2018-10-20,2352796.3332
2018-10-21,2770533.4131
2018-10-22,5257402.3426
2018-10-23,2852482.1827
2018-10-24,3348732.9810
2018-10-25,4061485.9750
2018-10-26,4269086.5241
2018-10-27,4271599.5547
2018-10-28,4152983.3079
2018-10-29,3800745.6028
2018-10-30,3306831.8570
2018-10-31,302363.3037
2018-11-01,1176996.9131
2018-11-02,2171622.2221
2018-11-03,2634382.1653
2018-11-04,3029585.6945
2018-11-05,2937225.4337
2018-11-06,3414897.4601
2018-11-07,2584788.9478
2018-11-08,1914388.2136
2018-11-09,4235715.8958
2018-11-10,4004376.3207
2018-11-11,3660511.2680
2018-11-12,322972.4952
2018-11-13,2723914.9760
2018-11-14,2142050.9611
2018-11-15,1722299.0525
2018-11-16,769369.2322
2018-11-17,344447.2885
2018-11-18,1949214.8177
2018-11-19,2286746.6586
2018-11-20,1029788.6716
2018-11-21,3181238.6135
2018-11-22,2721323.2293
2018-11-23,3087174.8460
2018-11-24,4818931.5733
2018-11-25,4890313.4927
2018-11-26,4629763.8248
2018-11-27,3723448.9390
2018-11-28,1374685.3937
2018-11-29,2686938.3307
2018-11-30,1303204.2436
2018-12-01,1714399.8461
2018-12-02,2331652.7586
2018-12-03,2826250.5125
2018-12-04,2943760.5920
2018-12-05,1832076.2695
2018-12-06,3771234.8472
2018-12-07,2806450.2070
2018-12-08,36589.2586
2018-12-10,3370907.0508
2018-12-11,3858160.1263
2018-12-12,2669873.5951
2018-12-13,2227130.1687
2018-12-14,2032000.3901
2018-12-15,1462034.1392
2018-12-16,1546210.8055
2018-12-17,271736.2292
2018-12-21,711675.0168
2018-12-22,3445421.9705
2018-12-23,2407778.3470
2018-12-24,4101244.8602
2018-12-25,5004380.1253
2018-12-26,3751716.6416
2018-12-27,3644966.2769
2018-12-28,1939540.5809
2018-12-29,499108.3025
2018-12-30,2184170.0646
2018-12-31,231163.7035
2019-01-01,2368702.3305
2019-01-02,2349103.1373
2019-01-03,3266535.5029
2019-01-04,2695919.1175
2019-01-05,3507851.7159
2019-01-06,3983889.4661
2019-01-07,3948898.8964
2019-01-08,3098602.2086
2019-01-09,2408361.7272
2019-01-10,3488974.2078
2019-01-11,3023786.3859
2019-01-12,2413980.2660
2019-01-13,1773582.0655
2019-01-14,2093641.6262
2019-01-15,2205630.9878
2019-01-16,1902659.8705
2019-01-17,2646983.6708
2019-01-18,3445867.7239
2019-01-19,3999925.7263
2019-01-20,4845384.8363
2019-01-21,4649521.1150
2019-01-22,5115401.2773
2019-01-23,5120835.6466
2019-01-24,4493814.2097
2019-01-25,3810123.4547
2019-01-26,809167.5695
2019-01-27,462250.4900
2019-01-28,42599.7670
2019-01-29,36109.5613
2019-01-30,1971099.4976
2019-01-31,2609859.7052
2019-02-01,2783689.5723
2019-02-02,1918221.4279
2019-02-03,3476123.8319
2019-02-04,3776511.1216
2019-02-05,2917241.0283
2019-02-06,2395825.0050
2019-02-07,3784280.7527
2019-02-08,3534230.2641
2019-02-09,2425566.9043
2019-02-10,2177391.0616
2019-02-11,462163.1449
2019-02-12,1145339.4426
2019-02-13,1146883.1997
2019-02-14,310461.3193
2019-02-15,2455530.6452
2019-02-16,3124038.2452
2019-02-17,3691181.4565
2019-02-18,4162351.1624
2019-02-19,5030396.0417
2019-02-20,4309633.0532
2019-02-21,5147530.8877
2019-02-22,714680.3261
2019-02-23,3537330.2425
2019-02-24,2209007.9172
2019-02-25,1362263.6836
2019-02-26,1825824.7894
2019-02-27,1830168.9183
2019-02-28,1732725.8299
2019-03-01,2179174.5012
2019-03-02,2701083.9607
2019-03-03,2777264.1278
2019-03-04,3043964.1985
2019-03-05,3324659.6090
2019-03-06,2961916.6674
2019-03-07,2950047.1982
2019-03-08,2922144.8240
2019-03-09,3439868.4464
2019-03-10,2725379.5127
2019-03-11,2267479.3793
2019-03-12,1543871.4916
2019-03-13,209358.4161
2019-03-14,1138854.4780
2019-03-15,2061840.7726
2019-03-16,2353537.8067
2019-03-17,2446242.7034
2019-03-18,3520960.8069
2019-03-19,3565389.7807
2019-03-20,3138009.2433
2019-03-21,4785400.0346
2019-03-22,3834349.4783
2019-03-23,3600640.0813
2019-03-24,2884195.1887
2019-03-25,93580.9373
2019-03-26,1461937.5357
2019-03-27,1460561.5804
2019-03-28,1474455.4051
2019-03-29,1633318.8153
2019-03-30,1991288.8535
2019-03-31,2472503.1391
2019-04-01,1192497.0798
2019-04-02,904623.2840
2019-04-03,641226.2566
2019-04-04,3265428.9436
2019-04-05,472875.7533
2019-04-06,3270368.4721
2019-04-07,3012732.8635
2019-04-08,2625619.7185
2019-04-09,2174990.7294
2019-04-10,1568555.2062
2019-04-11,1697060.9534
2019-04-12,1191002.4660
2019-04-13,1917072.9315
2019-04-14,2663972.5878
2019-04-15,434210.6163
2019-04-16,3663952.2636
2019-04-17,3677402.8635
2019-04-18,3830473.2089
2019-04-19,2651316.6977
2019-04-20,28611.0307
2019-04-21,475737.5130
2019-04-22,2776799.8294
2019-04-23,404604.8457
2019-04-24,1257031.6139
2019-04-25,852092.1196
2019-04-26,866021.3677
2019-04-27,1240847.8210
2019-04-28,1992031.0418
2019-04-29,2144303.6982
2019-04-30,2549584.9105
2019-05-01,2377149.1534
2019-05-02,3233018.6578
2019-05-03,2560109.6148
2019-05-04,4107891.1197
2019-05-05,4150759.6574
2019-05-06,3772035.9115
2019-05-07,3021299.2569
2019-05-08,42480.5032
2019-05-09,1609595.1184
2019-05-10,1579734.7031
2019-05-11,1671447.3681
2019-05-12,1509837.6091
2019-05-13,2374326.4309
2019-05-14,481135.7990
2019-05-15,2654070.3791
2019-05-16,276815.0663
2019-05-17,254828.3626
2019-05-18,4709934.2392
2019-05-19,4423480.1204
2019-05-20,3576026.2246
2019-05-21,2963537.7515
2019-05-22,1965510.4098
2019-05-23,226570.1554
2019-05-24,1013479.3030
2019-05-25,1070293.4171
2019-05-26,2363890.9367
2019-05-28,1807297.1808
2019-05-29,2446654.2657
2019-05-30,3156950.3430
2019-05-31,3522135.6479
2019-06-01,4098361.5096
2019-06-02,4746744.5134
2019-06-03,4767080.2096
2019-06-04,4482421.4938
2019-06-05,3425939.6523
2019-06-06,2356040.5113
2019-06-07,70487.8736
2019-06-08,1613182.7145
2019-06-09,1747096.6661
2019-06-10,2204515.2778
2019-06-11,2911124.4801
2019-06-12,34214.7713
2019-06-13,539736.8193
2019-06-14,3880467.2499
2019-06-15,30432.6816
2019-06-16,45817.4481
2019-06-17,3620280.3287
2019-06-18,3921426.2670
2019-06-19,2178678.1656
2019-06-20,1963605.3410
2019-06-21,1855530.5302
2019-06-22,1582887.2921
2019-06-23,473083.9672
2019-06-24,1389560.5406
2019-06-25,1131786.2105
2019-06-26,1918419.1292
2019-06-27,1314263.7790
2019-06-28,90650.5541
2019-06-29,116612.3996
2019-06-30,4058995.7863
2019-07-01,1386889.2354
2019-07-02,5074689.9158
2019-07-04,3140759.6910
2019-07-05,2453435.5797
2019-07-06,2956539.5685
2019-07-07,2045381.0600
2019-07-08,1859877.0298
2019-07-09,2451086.9749
2019-07-10,780380.2843
2019-07-11,2145989.6360
2019-07-12,2908770.8078
2019-07-13,4200717.9196
2019-07-14,4428370.9839
2019-07-15,4849708.3495
2019-07-16,4381057.6368
2019-07-17,3828101.2034
2019-07-18,3475963.3126
2019-07-19,2547756.0943
2019-07-20,1879976.1564
2019-07-21,1892849.6341
2019-07-22,1559472.2387
2019-07-23,1684937.4596
2019-07-24,1645418.9846
2019-07-25,1884470.1846
2019-07-26,2208672.2116
2019-07-27,2948674.3927
2019-07-28,3706925.7995
2019-07-29,4487891.6857
2019-07-30,5134290.6601
2019-07-31,5437843.0675
2019-08-01,4774990.8752
2019-08-02,33758.0181
2019-08-03,653847.6609
2019-08-04,3068015.8811
2019-08-05,2883843.1376
2019-08-06,1936775.0574
2019-08-07,65171.6122
2019-08-10,2562206.7819
2019-08-11,3558296.5108
2019-08-12,4230513.6912
2019-08-13,4877311.5124
2019-08-14,3750354.2479
2019-08-15,3714684.1473
2019-08-16,218350.0677
2019-08-17,2803466.7321
2019-08-18,2754172.8374
2019-08-19,2304411.9171
2019-08-20,120450.1452
2019-09-03,5319.5130
2019-09-04,50046.7823
2019-09-05,245118.5336
2019-09-06,38723.1944
2019-09-07,114782.9176
2019-09-09,137916.4901
2019-09-10,1479742.1705
2019-09-11,1670947.0651
2019-09-12,3589422.1293
2019-09-13,789238.5596
2019-09-18,1419235.0842
2019-09-19,1483170.7862
2019-09-20,1875008.3556
2019-09-21,1610548.5576
2019-09-22,2562220.8900
2019-09-23,1094706.6903
2019-09-24,134067.5985
2019-09-26,533561.3104
2019-09-29,13803.9833
2019-09-30,2834397.0837
2019-10-01,2321373.7494
2019-10-02,4102635.3163
2019-10-03,3331772.7274
2019-10-04,2885134.3929
2019-10-05,2396233.2030
2019-10-06,2352933.4854
2019-10-07,1053456.4656
2019-10-08,2602547.2150
2019-10-09,3093915.2767
2019-10-10,3017112.8936
2019-10-11,2870672.7250
2019-10-12,2751786.3741
2019-10-13,2800551.0773
2019-10-14,3261319.2802
2019-10-15,3434674.9629
2019-10-16,3699497.6481
2019-10-17,471289.1577
2019-10-18,3548888.8319
2019-10-19,3078774.4473
2019-10-20,2744556.0154
2019-10-21,2374366.0847
2019-10-22,2404129.7657
2019-10-23,1677633.6181
2019-10-24,2845898.9805
2019-10-25,2954326.1136
2019-10-26,3596599.0482
2019-10-27,3560032.3936
2019-10-28,4720440.6256
2019-10-29,3435210.1180
2019-10-30,3359786.9538
2019-10-31,4050201.5757
2019-11-01,3600393.7391
2019-11-02,2984412.8731
2019-11-03,2750234.9325
2019-11-04,1830124.9233
2019-11-05,143552.1889
2019-11-06,1566854.5072
2019-11-07,590193.7041
2019-11-08,2402855.3717
2019-11-09,2628423.0768
2019-11-10,3318693.1364
2019-11-11,3248337.2196
2019-11-12,2423022.1712
2019-11-13,3972983.0675
2019-11-14,4138780.9347
2019-11-15,4197398.9332
2019-11-16,3999848.7111
2019-11-17,3427227.0898
2019-11-18,3089230.5613
2019-11-19,2587962.2031
2019-11-20,1992470.3242
2019-11-21,194664.0258
2019-11-22,2825590.6245
2019-11-23,3211256.1863
2019-11-24,3406566.8492
2019-11-25,262372.2018
2019-11-26,4368017.9660
2019-11-27,4619457.3243
2019-11-28,4465709.6481
2019-11-29,4286001.8576
2019-11-30,3754125.5682
2019-12-01,3212308.9451
2019-12-02,2567749.6544
2019-12-03,2006102.2907
2019-12-04,1262849.4751
2019-12-05,1243686.1713
2019-12-06,1366471.2896
2019-12-07,1982223.1009
2019-12-08,2422098.7660
2019-12-09,2923295.9996
2019-12-10,3376216.0865
2019-12-11,3882616.1813
2019-12-12,4353785.9679
2019-12-13,4562616.1470
2019-12-14,4678599.3848
2019-12-15,4443169.2773
2019-12-16,4054829.5834
2019-12-17,3468444.2652
2019-12-18,2681066.5226
2019-12-19,1981479.8731
2019-12-20,2073657.0649
2019-12-21,2377390.0655
2019-12-22,251723.4126
2019-12-23,3124057.5701
2019-12-24,3687690.3956
2019-12-25,4035251.2583
2019-12-26,4268440.9265
2019-12-27,4296649.5574
2019-12-28,4291350.6445
2019-12-29,4033749.0301
2019-12-30,3579228.1688
2019-12-31,3038379.2668
2020-01-01,2257689.4234
2020-01-02,1631974.7476
2020-01-03,1731819.8925
2020-01-04,1708512.6564
2020-01-05,107189.7049
2020-01-06,2256244.0946
2020-01-07,2816721.9780
2020-01-08,3543630.5365
2020-01-09,3979260.8785
2020-01-10,4369795.1734
2020-01-11,4734772.0956
2020-01-12,4847101.0982
2020-01-13,4888573.7428
2020-01-14,3944287.4391
2020-01-15,3819601.6675
2020-01-16,2787726.7188
2020-01-17,2353643.2922
2020-01-18,40645.0005
2020-01-19,152667.0211
2020-01-20,2583151.1355
2020-01-21,3160697.6516
2020-01-22,3472163.3684
2020-01-23,3680603.3405
2020-01-24,3400460.9039
2020-01-25,4121955.6613
2020-01-26,4348612.1137
2020-01-27,3983900.4546
2020-01-28,3693938.3345
2020-01-29,3249796.5687
2020-01-30,2610574.1173
2020-01-31,2029093.8999
2020-02-01,2116371.9380
2020-02-02,2015269.4113
2020-02-03,1973926.0511
2020-02-04,2006243.6872
2020-02-05,2508596.2235
2020-02-06,3152967.0711
2020-02-07,48965.7982
2020-02-08,1237974.5134
2020-02-09,4644784.3961
2020-02-10,4841301.8640
2020-02-11,4839041.2970
2020-02-12,4302290.6764
2020-02-13,3633339.2004
2020-02-14,2395808.2983
2020-02-15,59912.6932
2020-02-16,2452246.0531
2020-02-17,2316352.0971
2020-02-18,2203729.3756
2020-02-19,2629813.8573
2020-02-20,2932418.9108
2020-02-21,3319348.0817
2020-02-22,3389810.9856
2020-02-23,3450712.1298
2020-02-24,3685438.3918
2020-02-25,3631189.1026
2020-02-26,3251029.1968
2020-02-27,3089647.6930
2020-02-28,2708708.7381
2020-02-29,2055226.1437
2020-03-01,44252.2141
2020-03-02,2029882.7145
2020-03-03,2106901.7481
2020-03-04,1771215.7746
2020-03-05,1658764.6743
2020-03-06,3103063.0332
2020-03-07,3467544.6429
2020-03-08,3899220.9432
2020-03-09,4236635.7517
2020-03-10,4306611.5987
2020-03-11,4139518.5910
2020-03-12,3755474.1382
2020-03-13,3130151.1323
2020-03-14,1982250.6986
2020-03-15,2019471.7009
2020-03-16,1070267.9500
2020-03-17,1677838.8132
2020-03-18,2003021.3550
2020-03-19,2163886.6106
2020-03-20,2808343.5293
2020-03-21,3461004.2367
2020-03-22,2777670.2008
2020-03-23,2768647.6304
2020-03-24,3110180.5866
2020-03-25,2927579.9327
2020-03-26,2873344.8752
2020-03-27,2793726.6994
2020-03-28,2305394.7089
2020-03-29,1718097.6871
2020-03-30,1654231.0938
2020-03-31,1454223.7598
2020-04-01,1671035.3898
2020-04-02,1766407.2235
2020-04-03,2585496.8663
2020-04-04,2983263.6845
2020-04-05,3242640.6738
2020-04-06,3177940.0964
2020-04-07,4076739.3775
2020-04-08,3222578.0350
2020-04-09,3970479.9921
2020-04-10,3006530.1524
2020-04-11,2564405.4544
2020-04-12,1708153.0077
2020-04-13,1202743.0723
2020-04-14,1533258.5249
2020-04-15,1393169.2201
2020-04-16,2029434.6970
2020-04-17,2650731.6621
2020-04-18,2611035.6811
2020-04-19,2612391.9348
2020-04-20,2821852.0307
2020-04-21,3537643.2586
2020-04-22,3551745.5232
2020-04-23,3770058.5865
2020-04-24,3563509.2753
2020-04-25,3044443.6778
2020-04-26,1870134.3895
2020-04-27,1536522.8796
2020-04-28,1235416.0567
2020-04-29,448673.3198
2020-04-30,1554816.6603
2020-05-01,1977082.7458
2020-05-02,2563003.4697
2020-05-03,3186659.9039
2020-05-04,3841418.2775
2020-05-05,3861848.9817
2020-05-06,3759785.2926
2020-05-07,4762612.7323
2020-05-08,4351023.9729
2020-05-09,202213.2259
2020-06-01,65026758.3218
2020-06-02,296354681.2385
2020-06-03,9024487.9133
2020-06-04,4904124.1322
2020-06-05,4648047.3686
2020-06-06,4423858.4953
2020-06-07,3668281.7757
2020-06-08,2701796.0977
2020-06-09,1526072.5933
2020-06-10,1230981.7525
2020-06-11,379210.1224
2020-06-12,1343009.3629
2020-06-13,1810276.3550
2020-06-14,1945142.1224
2020-06-15,2440568.4462
2020-06-16,2653659.5950
2020-06-17,3001715.8652
2020-06-18,3661131.1192
2020-06-19,4189478.8254
2020-06-20,109668.6368
2020-06-21,4676341.5412
2020-06-22,4025345.9565
2020-06-23,20472.1162
2020-06-24,2024310.3293
2020-06-25,2047519.3094
2020-06-26,514036.1648
2020-06-27,2092393.8461
2020-06-28,2313009.2302
2020-06-29,2819365.3863
2020-06-30,3331074.4284
2020-07-01,3513028.3679
2020-07-02,4236751.4715
2020-07-03,4733075.2793
2020-07-04,4748579.6592
2020-07-05,4529623.5787
2020-07-06,3573162.1715
2020-07-07,3021201.4888
2020-07-08,1913818.9880
2020-07-09,1430762.1726
2020-07-10,1803962.4832
2020-07-11,1297263.8059
2020-07-12,1648155.3804
2020-07-13,1838235.3515
2020-07-14,2080723.2383
2020-07-15,2361081.1399
2020-07-16,3165664.5299
2020-07-17,3841262.7797
2020-07-18,4575934.8170
2020-07-19,4806204.0051
2020-07-20,4715720.1172
2020-07-21,4452053.7062
2020-07-22,97234.9237
2020-07-23,2613456.9999
2020-07-24,2759251.0875
2020-07-25,2560298.6400
2020-07-26,2386047.7495
2020-07-27,2437179.7818
2020-07-28,2928773.7623
2020-07-29,1552115.7621
2020-07-30,3471287.4719
2020-07-31,4240367.6787
2020-08-01,4373504.3219
2020-08-02,4443179.9909
2020-08-03,4383512.3293
2020-08-04,4216689.6205
2020-08-05,3106747.6069
2020-08-06,2470237.8746
2020-08-07,2461574.5585
2020-08-08,2176367.9487
2020-08-09,2141416.4659
