Date,PGV
2015-08-28,4047503.5879
2015-08-29,4802801.5468
2015-08-30,4431878.8957
2015-08-31,3754029.0469
2015-09-01,3865364.6014
2015-09-02,3945545.7000
2015-09-03,3328695.2082
2015-09-04,2816074.7778
2015-09-05,2483542.6329
2015-09-06,2272479.4598
2015-09-07,2869715.3726
2015-09-08,1168308.0944
2015-09-09,24570.3256
2015-09-10,1211540.8532
2015-09-11,1222540.8489
2015-09-12,3324707.2767
2015-09-13,2698071.6137
2015-09-14,3060934.4341
2015-09-15,2383837.0021
2015-09-16,3039706.7794
2015-09-17,835265.3828
2015-09-18,1137990.1764
2015-09-19,2779365.6744
2015-09-20,1937450.6565
2015-09-21,6337.8276
2015-09-22,2369393.0919
2015-09-23,2913795.2099
2015-09-24,2798451.7884
2015-09-25,703713.1572
2015-09-26,2126185.4365
2015-09-27,3884440.2495
2015-09-28,3745874.4692
2015-09-29,61379.7414
2015-09-30,119263.8769
2015-10-01,276996.3769
2015-10-02,3916267.0806
2015-10-03,3198955.0806
2015-10-04,2365992.5457
2015-10-05,1931539.0083
2015-10-06,113850.6887
2015-10-07,2143831.6147
2015-10-08,465225.0152
2015-10-09,624187.8386
2015-10-10,2664479.0401
2015-10-11,2260680.9056
2015-10-12,49406.1331
2015-10-13,3272829.9491
2015-10-14,3482731.5608
2015-10-15,3713076.1351
2015-10-16,3611200.4449
2015-10-17,3472614.0518
2015-10-18,2951064.1285
2015-10-19,2542400.4141
2015-10-20,2260834.2009
2015-10-21,2238372.4365
2015-10-22,1992465.6971
2015-10-23,2280827.4704
2015-10-24,2756427.0192
2015-10-25,2643892.1548
2015-10-26,2483817.3012
2015-10-27,4373443.9269
2015-10-28,4716261.1272
2015-10-29,4828923.3068
2015-10-30,4533361.0074
2015-10-31,3795379.2954
2015-11-01,1079544.4128
2015-11-02,2549441.4794
2015-11-03,1892888.6970
2015-11-04,1304931.3475
2015-11-05,1623349.1933
2015-11-06,2145540.3680
2015-11-07,2406162.3965
2015-11-08,2778481.5611
2015-11-09,2779895.4828
2015-11-10,3195058.5743
2015-11-11,3491716.1492
2015-11-12,3772010.5761
2015-11-13,4123630.1413
2015-11-14,2654842.0849
2015-11-15,137122.2012
2015-11-16,3632269.7298
2015-11-17,3089468.1364
2015-11-18,661576.1869
2015-11-19,593720.7250
2015-11-20,74836.5372
2015-11-21,342081.1136
2015-11-22,3098207.2500
2015-11-23,38343.1369
2015-11-24,3996056.4753
2015-11-25,1404192.4563
2015-11-26,3320381.3152
2015-11-27,4765404.6997
2015-11-28,3682041.0188
2015-11-29,174729.9815
2015-11-30,3807410.2059
2015-12-01,2608875.5650
2015-12-02,2106280.0147
2015-12-03,1649874.6256
2015-12-04,1616020.2759
2015-12-05,1658019.9271
2015-12-06,830720.8969
2015-12-07,980016.7071
2015-12-08,506192.3853
2015-12-09,3180915.5680
2015-12-10,3574885.5431
2015-12-11,3949090.2132
2015-12-12,4217399.7844
2015-12-13,4242358.9141
2015-12-14,4325762.3931
2015-12-15,3187846.6602
2015-12-16,103367.4113
2015-12-17,2632197.2775
2015-12-18,1489355.3601
2015-12-19,48887.9462
2015-12-20,99881.8164
2015-12-21,78985.8644
2015-12-22,107654.6066
2015-12-23,3727773.6462
2015-12-24,4257843.9630
2015-12-25,4623007.1245
2015-12-26,4474695.8054
2015-12-27,4720361.7309
2015-12-28,4394664.8922
2015-12-29,3875001.4872
2015-12-30,2395134.2602
2015-12-31,2130966.8533
2016-01-01,1035156.2539
2016-01-02,1876622.3852
2016-01-03,2121044.9261
2016-01-04,1800132.3034
2016-01-05,57844.4006
2016-01-06,2726470.4802
2016-01-07,494918.2063
2016-01-08,1666125.2322
2016-01-09,4142884.1460
2016-01-10,4361026.0891
2016-01-11,4527303.7146
2016-01-12,4654133.0388
2016-01-13,4399744.6771
2016-01-14,3836255.3374
2016-01-15,659106.5440
2016-01-16,503683.6171
2016-01-17,2606008.0167
2016-01-18,2413645.1832
2016-01-19,496126.9636
2016-01-20,76731.3532
2016-01-21,3163932.7290
2016-01-22,3814898.1745
2016-01-23,92937.2228
2016-01-24,3575286.9378
2016-01-25,3459411.6981
2016-01-26,4166623.7139
2016-01-27,3911354.6670
2016-01-28,3449962.8037
2016-01-29,196846.0797
2016-01-30,1500000.2379
2016-01-31,2159872.5943
2016-02-01,1948841.7343
2016-02-02,1812902.7932
2016-02-03,649855.4921
2016-02-04,701061.1070
2016-02-05,2941468.6229
2016-02-06,3542794.4392
2016-02-07,3946594.4159
2016-02-08,4151059.9949
2016-02-09,4340533.9403
2016-02-10,4540907.9623
2016-02-11,437181.6765
2016-02-12,3882990.7911
2016-02-13,248227.9283
2016-02-14,2493245.1893
2016-02-15,876968.8417
2016-02-16,150628.5661
2016-02-17,229970.1219
2016-02-18,1896339.4101
2016-02-19,3055586.9404
2016-02-20,3168393.8608
2016-02-21,3384420.5828
2016-02-22,3543584.6376
2016-02-23,3669659.3259
2016-02-24,3117416.2403
2016-02-25,100149.8478
2016-02-26,2630304.6615
2016-02-27,124737.1923
2016-02-28,1269156.9826
2016-02-29,589793.5836
2016-03-01,86049.5511
2016-03-02,102982.0769
2016-03-03,101881.3059
2016-03-04,434766.6081
2016-03-05,292959.8201
2016-03-06,70196.3621
2016-03-07,3517076.8483
2016-03-08,3398613.4609
2016-03-09,2609349.5997
2016-03-10,96441.1307
2016-03-11,1849994.9602
2016-03-12,3309801.6585
2016-03-13,2528981.5898
2016-03-14,1620043.7428
2016-03-15,1273819.0809
2016-03-16,305605.9650
2016-03-17,1293600.9103
2016-03-18,132536.4448
2016-03-19,2454347.7341
2016-03-20,3002597.5577
2016-03-21,1163931.9471
2016-03-22,2911511.7387
2016-03-23,3150427.7021
2016-03-24,2952666.1696
2016-03-25,2872170.3682
2016-03-26,2474901.8003
2016-03-27,2269368.1393
2016-03-28,399594.6144
2016-03-29,1423911.5411
2016-03-30,157637.7367
2016-03-31,40846.1458
2016-04-01,1544111.5354
2016-04-02,1985176.0862
2016-04-03,2713378.9055
2016-04-04,47519.2567
2016-04-05,788536.3058
2016-04-06,2436600.6156
2016-04-07,2816519.6519
2016-04-08,13534.1578
2016-04-09,3314045.6096
2016-04-10,2985805.3589
2016-04-11,1843671.5738
2016-04-12,1139889.7221
2016-04-13,32909.7484
2016-04-14,99184.2104
2016-04-15,77068.2868
2016-04-16,64269.1142
2016-04-17,2473109.1448
2016-04-18,78420.0027
2016-04-19,2893915.8790
2016-04-20,3122993.1032
2016-04-21,2000273.9155
2016-04-22,3713075.0893
2016-04-23,3576495.3332
2016-04-24,3103043.2493
2016-04-25,2607835.6870
2016-04-26,1772703.7836
2016-04-27,1592728.9469
2016-04-28,1221678.4705
2016-04-29,429726.6790
2016-04-30,203667.3626
2016-05-01,2313446.9909
2016-05-02,3150064.2285
2016-05-03,3553930.6458
2016-05-04,4061380.8346
2016-05-05,4380522.3083
2016-05-06,741671.2864
2016-05-07,23539.9346
2016-05-08,2767043.8348
2016-05-09,34611.2932
2016-05-10,49793.6490
2016-05-11,2017534.7829
2016-05-12,578139.6138
2016-05-13,151201.5549
2016-05-14,20286.3628
2016-05-15,2262447.5080
2016-05-16,2936326.2430
2016-05-17,2562113.5820
2016-05-18,3120963.7020
2016-05-19,3464389.3013
2016-05-20,3883840.4716
2016-05-21,4153983.4920
2016-05-22,3966373.8028
2016-05-23,3332201.0156
2016-05-24,2681453.8512
2016-05-25,1787322.7867
2016-05-26,1722529.8354
2016-05-27,1243670.5400
2016-05-28,1505311.7436
2016-05-29,2242259.6756
2016-05-30,2652427.4677
2016-05-31,3193922.0763
2016-06-01,3995020.9099
2016-06-02,3815501.2770
2016-06-03,2263738.2735
2016-06-04,38499.0247
2016-06-05,59823.1454
2016-06-06,21036.5511
2016-06-07,25374.0937
2016-06-08,2124907.8146
2016-06-09,2028517.8658
2016-06-10,18729.2929
2016-06-11,17700.5675
2016-06-12,63974.6589
2016-06-13,163634.7580
2016-06-14,2432609.2974
2016-06-15,2540576.4107
2016-06-16,3151286.5097
2016-06-17,2205399.2884
2016-06-18,3514387.3409
2016-06-19,30824.1580
2016-06-20,539502.9313
2016-06-21,294638.6278
2016-06-22,166393.4167
2016-06-23,367222.0349
2016-06-24,2128513.0928
2016-06-25,2179605.4629
2016-06-26,1969926.3501
2016-06-27,1940726.5021
2016-06-28,2545949.7778
2016-06-29,3163112.7078
2016-06-30,3482871.6723
2016-07-01,3774286.3603
2016-07-02,2814794.4372
2016-07-03,416750.5995
2016-07-04,7790.7322
2016-07-05,2467371.0379
2016-07-06,27032.4577
2016-07-07,2144492.4677
2016-07-08,15727.1244
2016-07-09,770448.0679
2016-07-10,80898.6240
2016-07-11,402693.0806
2016-07-12,1695213.5058
2016-07-13,18206.7410
2016-07-14,1908874.6677
2016-07-15,17336.1041
2016-07-18,65182219.2825
2016-07-19,278101455.6726
2016-07-20,10744044.0782
2016-07-21,2136746.9404
2016-07-22,2530331.1011
2016-07-23,616488.3163
2016-07-24,51015.1268
2016-07-25,592874.0419
2016-07-26,1132725.6631
2016-07-27,380981.0157
2016-07-28,179712.2269
2016-07-29,3231533.3059
2016-07-30,2409089.9896
2016-07-31,56183.9242
2016-08-01,1580428.2623
2016-08-02,13445.3390
2016-08-03,4132993.5491
2016-08-04,2698132.0071
2016-08-05,2638139.4189
2016-08-06,2837506.1378
2016-08-07,2142217.0608
2016-08-08,2370490.7228
2016-08-09,2289503.9239
2016-08-10,1389088.1405
2016-08-11,1919965.4971
2016-08-12,1784700.5674
2016-08-13,2499074.8594
2016-08-14,3393454.5460
2016-08-15,3768938.0972
2016-08-16,4011620.6446
2016-08-17,605228.0669
2016-08-18,627261.9671
2016-08-19,3849395.7065
2016-08-20,3250217.6663
2016-08-21,3579749.7040
2016-08-22,472059.1726
2016-08-23,604576.8063
2016-08-24,408448.5036
2016-08-25,2745440.9046
2016-08-26,2669756.4331
2016-08-27,2839760.9832
2016-08-28,3707519.7246
2016-08-29,583085.0844
2016-08-30,3721010.5583
2016-08-31,2253872.2017
2016-09-01,4219025.5738
2016-09-02,71184.6564
2016-09-03,3274489.0045
2016-09-04,3284608.4842
2016-09-05,2367665.4408
2016-09-06,2376898.1634
2016-09-07,2166440.0776
2016-09-08,1895939.9863
2016-09-09,1892765.1935
2016-09-10,1744060.5923
2016-09-11,2462550.1670
2016-09-12,2757790.5026
2016-09-13,3201127.3005
2016-09-14,3692172.0740
2016-09-15,3898935.0641
2016-09-16,4110375.6277
2016-09-17,3662867.7865
2016-09-18,3767722.3842
2016-09-19,5817441.6532
2016-09-20,4153301.8307
2016-09-21,691283.9757
2016-09-22,3216520.3449
2016-09-23,2713606.9953
2016-09-24,34906.8548
2016-09-25,33860.5264
2016-09-26,2855936.6104
2016-09-27,2963577.6894
2016-09-28,3083881.0807
2016-09-29,3100027.8663
2016-09-30,3235226.2300
2016-10-01,2992497.0659
2016-10-02,3343122.3553
2016-10-03,2981666.2434
2016-10-04,3190188.1172
2016-10-05,3298086.2524
2016-10-06,2879758.4149
2016-10-07,302007.0914
2016-10-08,2097439.8615
2016-10-09,156948.9358
2016-10-10,934636.3366
2016-10-12,23131.6512
2016-10-13,2919250.2709
2016-10-14,3073480.3006
2016-10-15,4232674.0854
2016-10-16,4788510.1290
2016-10-17,64636.4312
2016-10-18,131758.5843
2016-10-19,4142937.5163
2016-10-20,133743.0248
2016-10-21,414219.3013
2016-10-22,2481054.4863
2016-10-23,1919282.8003
2016-10-24,1382960.1191
2016-10-25,2240336.2852
2016-10-26,1517559.9790
2016-10-27,2678729.4937
2016-10-28,2619493.0740
2016-10-29,2981968.0809
2016-10-30,2570011.0232
2016-10-31,599423.7308
2016-11-01,2875179.7701
2016-11-02,3077617.6398
2016-11-03,3045056.4714
2016-11-04,3297434.9766
2016-11-05,2849553.9176
2016-11-06,1272690.6062
2016-11-07,1855802.9385
2016-11-08,1826404.7570
2016-11-09,112422.4778
2016-11-10,1088366.6589
2016-11-11,3080976.5552
2016-11-12,1217923.2740
2016-11-13,3674074.8924
2016-11-14,4545159.4015
2016-11-15,4877338.0749
2016-11-16,5064167.5018
2016-11-17,5008084.6500
2016-11-18,4186703.8439
2016-11-19,3434289.6611
2016-11-20,2724731.8849
2016-11-21,1637633.2733
2016-11-22,1545541.4999
2016-11-23,1692222.6876
2016-11-24,2380522.0111
2016-11-25,2554939.0475
2016-11-27,3001370.5071
2016-11-28,1046660.3494
2016-11-29,3765863.7877
2016-11-30,3808836.3915
2016-12-01,3891072.5538
2016-12-02,3828362.6650
2016-12-03,3690881.2271
2016-12-04,3514968.6676
2016-12-05,2934444.4168
2016-12-06,2433860.5765
2016-12-07,1752713.5637
2016-12-08,199655.6077
2016-12-09,2086630.7547
2016-12-10,2837019.3752
2016-12-11,3414210.7786
2016-12-12,2385544.4880
2016-12-13,4323312.5137
2016-12-14,3469329.2730
2016-12-15,4924757.8251
2016-12-16,4830027.1926
2016-12-17,5117562.6882
2016-12-18,3247763.2431
2016-12-19,2903442.3150
2016-12-20,1926149.3725
2016-12-21,1822770.6526
2016-12-22,68051.4408
2016-12-23,2000539.2862
2016-12-24,1810275.5800
2016-12-25,2183571.4868
2016-12-26,2846172.0793
2016-12-27,3576831.7689
2016-12-28,3787110.3266
2016-12-29,3966009.8494
2016-12-30,4200815.1239
2016-12-31,553914.3482
2017-01-01,24806.7833
2017-01-02,3926571.7539
2017-01-03,3477767.6224
2017-01-04,2539921.6224
2017-01-05,2101129.9682
2017-01-06,2469995.3416
2017-01-07,2339646.9460
2017-01-08,2684255.1147
2017-01-09,1103667.0267
2017-01-10,1056785.0428
2017-01-11,6449055.6467
2017-01-12,4334681.2260
2017-01-13,48593.7722
2017-01-14,4725139.5780
2017-01-15,4440673.8469
2017-01-16,3828981.6524
2017-01-17,3003267.6258
2017-01-18,2258759.3961
2017-01-19,1984315.4423
2017-01-20,1980664.7967
2017-01-21,1983113.1222
2017-01-22,3267858.8570
2017-01-23,2277534.0348
2017-01-24,2703766.2734
2017-01-25,3243308.7291
2017-01-26,3420858.5831
2017-01-27,3695557.0086
2017-01-28,3997158.2597
2017-01-29,4150003.3197
2017-01-30,4358324.7329
2017-01-31,3258482.2895
2017-02-01,3525517.4438
2017-02-02,2303561.7019
2017-02-03,2377188.0825
2017-02-04,2586658.2164
2017-02-05,2161916.2315
2017-02-06,1968821.3061
2017-02-07,1676976.1805
2017-02-08,1731665.7474
2017-02-09,4193741.2177
2017-02-10,4116652.7987
2017-02-11,4353908.6960
2017-02-12,4074205.7398
2017-02-13,4204657.0132
2017-02-14,3279719.1230
2017-02-15,2383502.8690
2017-02-16,48462709.2147
2017-02-17,315493632.8722
2017-02-18,3057828.7719
2017-02-19,1147146.1425
2017-02-20,1096222.3175
2017-02-21,341728.7895
2017-02-22,1837136.4402
2017-02-23,2920534.5542
2017-02-24,30262.9541
2017-02-25,2891163.4998
2017-02-26,3494677.2086
2017-02-27,3947382.1330
2017-02-28,4055869.8771
2017-03-01,3417713.2366
2017-03-02,3117198.6079
2017-03-03,2261322.9385
2017-03-04,2362983.0504
2017-03-05,2182333.3195
2017-03-06,1607562.6466
2017-03-07,2324872.4277
2017-03-08,2781069.7679
2017-03-09,1796076.5639
2017-03-10,3247292.5437
2017-03-11,3365356.6985
2017-03-12,2479172.7529
2017-03-13,29628.4217
2017-03-14,3468455.0662
2017-03-15,2982082.9963
2017-03-16,1843347.8427
2017-03-17,1507639.1574
2017-03-18,936152.5646
2017-03-19,1115305.5483
2017-03-20,1376290.4055
2017-03-21,1400293.2994
2017-03-22,27623.4925
2017-03-23,351464.8216
2017-03-24,3075928.2056
2017-03-25,683154.4696
2017-03-26,3102347.9110
2017-03-27,25580.4952
2017-03-28,3122714.6369
2017-03-29,3631151.8391
2017-03-30,3202617.6977
2017-03-31,3176670.2422
2017-04-01,1996569.7320
2017-04-02,1870258.7488
2017-04-03,1930575.7345
2017-04-04,1927182.2114
2017-04-05,2268877.8078
2017-04-06,2890800.1355
2017-04-07,3129239.5598
2017-04-08,3151351.7440
2017-04-09,3360273.9027
2017-04-10,3553545.7360
2017-04-11,3733670.1075
2017-04-12,3077374.2531
2017-04-13,133859.6201
2017-04-14,2242213.0665
2017-04-15,1719079.1061
2017-04-16,1572511.9398
2017-04-17,1001734.8716
2017-04-18,1275421.8663
2017-04-19,1204982.8679
2017-04-20,1716938.0031
2017-04-21,2473022.9950
2017-04-22,2990040.3696
2017-04-23,3706108.7071
2017-04-24,727374.5053
2017-04-25,3991341.4422
2017-04-26,940618.7676
2017-04-27,4127799.8020
2017-04-28,24125.8512
2017-04-29,2553583.1457
2017-04-30,2312321.8621
2017-05-01,1854033.9218
2017-05-02,1760880.3594
2017-05-03,2135637.7953
2017-05-04,1950254.3804
2017-05-05,2655810.4160
2017-05-06,3089607.5788
2017-05-07,3134511.7468
2017-05-08,3846817.0369
2017-05-09,3827819.1060
2017-05-10,4121486.1891
2017-05-11,3919951.0203
2017-05-12,3560511.7456
2017-05-13,164954.7622
2017-05-14,2274828.2718
2017-05-15,901706.8488
2017-05-16,57152.1476
2017-05-17,725543.4538
2017-05-18,1441916.6851
2017-05-19,1668907.5583
2017-05-20,2460363.0442
2017-05-21,267663.6107
2017-05-22,3561235.8397
2017-05-23,3999492.6292
2017-05-24,4832745.7424
2017-05-25,672225.9502
2017-05-26,3471638.0259
2017-05-27,73936.6853
2017-05-28,3141779.0037
2017-05-29,2584512.1752
2017-05-30,1295723.1526
2017-05-31,129325.3216
2017-06-01,2028460.8370
2017-06-02,45009.2587
2017-06-03,2613253.5610
2017-06-04,3063604.2266
2017-06-05,762746.9255
2017-06-06,3687159.0172
2017-06-07,1350191.6634
2017-06-08,2614647.9612
2017-06-09,4255249.1309
2017-06-10,3772797.3770
2017-06-11,3247162.0515
2017-06-12,2136904.7275
2017-06-13,1704168.2594
2017-06-14,90434.8414
2017-06-15,1099471.2264
2017-06-16,226780.4671
2017-06-17,1819190.2277
2017-06-18,2607491.3401
2017-06-19,168078.0686
2017-06-20,3036200.3053
2017-06-21,4078490.8505
2017-06-22,2990000.0470
2017-06-23,5428502.1625
2017-06-24,65403.3196
2017-06-25,4334181.1821
2017-06-26,2627841.0680
2017-06-27,2286086.1090
2017-06-28,2045157.7297
2017-06-29,1801661.2581
2017-06-30,2174178.8568
2017-07-01,58716.6968
2017-07-02,86963.7823
2017-07-03,2645423.1141
2017-07-04,2579742.9594
2017-07-05,3283144.4962
2017-07-06,4416198.0656
2017-07-07,3897826.6974
2017-07-08,4379426.3760
2017-07-09,4350337.6442
2017-07-10,3472359.8042
2017-07-11,3067445.6780
2017-07-12,2267171.7795
2017-07-13,2253009.7497
2017-07-14,2053136.5061
2017-07-15,1722187.2092
2017-07-16,2269531.7872
2017-07-17,2785219.7702
2017-07-18,3319023.9147
2017-07-19,2323901.2086
2017-07-20,587603.8042
2017-07-21,4945016.8189
2017-07-22,4589367.6826
2017-07-23,5219161.2262
2017-07-24,4137018.9710
2017-07-25,2936567.4126
2017-07-26,41134.7467
2017-07-27,2259190.5406
2017-07-28,1889938.7888
2017-07-29,2176249.3963
2017-07-30,2040125.9356
2017-07-31,1098170.7272
2017-08-01,1472041.3350
2017-08-02,2448568.8023
2017-08-03,3176973.6090
2017-08-04,768237.5100
2017-08-05,4025128.2913
2017-08-06,1731209.8759
2017-08-07,2014285.4404
2017-08-08,2252295.6947
2017-08-09,2716091.7729
2017-08-10,3148145.2749
2017-08-11,240381.2162
2017-08-12,7146.1725
2017-08-13,12245.2538
2017-08-14,61575.1966
2017-08-15,1294015.7656
2017-08-16,2529697.0510
2017-08-17,418513.8249
2017-08-18,3879769.8072
2017-08-19,117684.6691
2017-08-20,4849155.8803
2017-08-21,4404685.3589
2017-08-22,4379921.3794
2017-08-23,3618585.9502
2017-08-24,3359951.4315
2017-08-25,3000009.8208
2017-08-26,2967612.8860
2017-08-27,2513940.1506
2017-08-28,1198209.5992
2017-08-29,1864609.5673
2017-08-30,2587843.1051
2017-08-31,2202710.3545
